date,city,neighborhood,property_type,price,size_sqft,rent,occupancy,days_on_market,rating,amenities_score,buyer_income
2024-06-10,Phoenix,Mesa,Condo,834041.31580579,1484.3725764603626,4236.74602617188,1,132,4.989782701437712,7.5308605453302215,105110.64858991816
2024-07-20,Houston,Downtown,Single Family,406017.84452148847,1574.0330527627264,1218.582130520744,0,18,3.196559029908069,3.1361828992606124,79232.96227840475
2024-01-15,Houston,River Oaks,Single Family,357273.20906088356,2811.411745551286,1638.2896076849202,1,111,3.844215360978515,5.518372148695475,76302.40779112032
2024-12-12,Phoenix,Scottsdale,Townhouse,229147.28461981256,1757.4411392093966,978.420835671495,1,181,3.2889338442246396,7.519221550016004,219501.65495349673
2024-09-10,New York,Brooklyn,Condo,1209751.278897735,1067.472569039097,5909.481972492689,1,30,3.805988416733015,4.982675038694245,62282.22044421734
2024-01-23,Chicago,Wicker Park,Apartment,659464.6522490057,3318.724588861496,3946.796595710177,1,43,3.653015839058817,1.2529840855398442,100550.57222595507
2024-07-17,Phoenix,Scottsdale,Single Family,600067.0068938996,1427.238624418836,2392.3208885321997,1,161,3.1071934125505036,1.2345412364904718,76852.86503787749
2024-09-20,Los Angeles,Hollywood,Townhouse,1471593.2581563322,868.8579449360138,8505.06736470458,1,164,3.085607492515301,9.406165311823981,196902.0709530867
2024-04-01,Houston,The Heights,Townhouse,299122.4341867066,2382.6583240866507,1120.2941171928187,1,48,4.012523017653894,1.5632489653271526,165014.41446149812
2024-03-22,New York,Brooklyn,Condo,734173.7615184698,1084.7967629707864,4333.94952634675,1,148,4.052179000807804,1.0131106055767676,104110.15325861174
2024-05-09,New York,Queens,Condo,874305.6334862014,2150.4981794672785,5028.858155014582,1,144,4.4858679671896,3.357502253968097,163270.9276353428
2024-07-19,New York,Manhattan,Townhouse,981472.0903401889,2155.5894921617137,5598.413337850159,1,38,3.6499254413333544,5.642755054560877,110318.88862946564
2024-06-14,Los Angeles,Hollywood,Single Family,1159351.4511464122,2781.385742960985,5268.701860111604,1,169,3.890872244999852,1.4383638023636411,173624.941286824
2024-02-07,Phoenix,Tempe,Townhouse,628376.7850259512,2035.8932241311234,3298.3851262439434,1,79,4.070842200178393,2.509334878353495,131529.2761178363
2024-10-20,Chicago,Lincoln Park,Townhouse,204762.89179343585,2895.590211867386,788.3651255478769,0,181,4.190963444979291,3.4420147690727427,89848.49393039742
2024-03-18,Chicago,River North,Condo,249193.30917500218,2120.5914818199044,906.4302315455888,1,78,4.949817652616128,3.512039991545542,67299.78589212323
2024-07-28,Chicago,Lincoln Park,Apartment,486551.5477822991,1436.8310989872111,1919.7655712006929,1,190,3.264212819824527,5.062567010102651,117755.91056723053
2024-10-23,Los Angeles,Beverly Hills,Condo,965839.163797466,1990.9893686892406,3041.638898269496,1,57,4.065077667620475,6.666535880149618,54708.563268496226
2024-06-11,Los Angeles,Beverly Hills,Townhouse,1932757.8589218936,2215.83794011901,9102.526306007974,1,165,3.061436702132543,8.048674003121253,75079.51635516863
2024-11-14,Houston,The Heights,Townhouse,612253.1629261918,2276.8238145717805,2411.844870577088,1,55,3.235223548011887,9.295914387920533,176829.97261517076
2024-10-11,New York,Brooklyn,Townhouse,1305504.687691546,1455.8339932347587,6344.046376796603,0,52,3.759649526858699,2.689171260147836,202837.1159375097
2024-07-17,Houston,Downtown,Single Family,205811.4947211074,1737.6803991417903,995.7656375929895,1,161,3.1660179526467775,1.422807389083709,217269.292392935
2024-07-23,Chicago,Lincoln Park,Apartment,291174.9622995203,1640.3766014343228,1493.0072773493341,1,158,3.4569249314307484,4.456397090467885,225310.3770396663
2024-10-25,Los Angeles,Hollywood,Single Family,1289083.2579228366,2762.443981837658,5456.296687813233,1,176,3.5899400369829157,3.1085642856127933,58930.46499578498
2024-10-03,Houston,River Oaks,Apartment,333717.9513492623,1882.7130244652571,1466.3291179841008,0,43,4.946054444480683,4.813644662086626,100950.26579044548
2024-06-18,Chicago,Wicker Park,Townhouse,553087.7458246293,1448.3336542448842,2623.6513492875356,1,44,3.365369070665233,9.273587462014774,178874.34564451675
2024-08-16,Los Angeles,Hollywood,Single Family,1814994.6361387093,2071.0992411963116,8924.784083956409,1,26,4.649806588608924,6.37080029976496,69018.90210199403
2024-12-28,Los Angeles,Santa Monica,Single Family,1636706.5639404291,1829.1794984667104,6778.251295758505,1,135,4.976639673082813,3.898917157306668,155138.75721326473
2024-10-28,Phoenix,Mesa,Apartment,314752.0776563514,2199.6156638163106,1119.6211778609727,1,23,4.50893917301167,5.165319355423239,59475.146468703315
2024-09-07,Chicago,Wicker Park,Apartment,676467.7398681383,2199.888427647996,3918.83989130887,1,138,3.1634220898228627,7.272735141818189,95051.78266741832
2024-05-30,Chicago,River North,Condo,611522.3782147208,3183.422278227209,3488.8013312299795,0,154,4.657116822915052,6.098671264639711,147333.74276036015
2024-09-17,Chicago,River North,Townhouse,307376.6319644967,1941.5163125383804,1270.2109181300943,1,66,3.215254151229242,9.178204227229731,156060.25334521593
2024-01-20,Phoenix,Tempe,Townhouse,494687.6312917301,2812.397018395352,2499.4477670739852,0,99,3.7223324289944033,7.934968750793824,116596.30178183067
2024-07-16,New York,Brooklyn,Apartment,1518590.061610605,2446.0367240369515,7286.353176263172,1,55,3.777896102496948,5.293383557186981,231963.3010307552
2024-08-23,Houston,The Heights,Apartment,635186.5092816574,1267.5857635035968,2189.383388257071,1,23,4.644904978384117,2.721134040895979,247488.33910872266
2024-08-02,Los Angeles,Beverly Hills,Townhouse,1007074.50920068,1518.3074826864645,3323.753273280997,1,169,4.459807208328732,9.30141836054564,78160.94347018181
2024-11-21,Chicago,Lincoln Park,Single Family,401677.65185203316,2106.3990817367894,2344.270817017755,1,82,4.53040212454673,6.889115626598236,174025.09346434067
2024-09-19,New York,Manhattan,Condo,1406800.1161980932,1433.9036810819628,7315.748442792894,1,154,4.191332294166016,4.359382722828492,133110.93426906678
2024-04-11,Chicago,River North,Townhouse,563529.3518783726,2282.925840533299,3043.8761057801535,1,182,3.4968509855313106,6.3117353690337,159346.74066623504
2024-02-18,Chicago,Lincoln Park,Townhouse,675458.497204574,1700.8535316436514,3602.2783263351307,1,18,4.486736779927503,2.2663398108693436,198892.93084467755
2024-04-23,Los Angeles,Beverly Hills,Apartment,1051258.4278911068,2491.310409997689,3598.3560126024795,1,120,3.530517006545841,5.716249441356737,183696.31228927695
2024-04-30,Chicago,Lincoln Park,Townhouse,669496.9695860506,2770.8953242044713,2566.556146931934,0,180,3.7385465298229104,8.459481947946617,222119.51021376162
2024-10-30,Phoenix,Tempe,Condo,234421.65019334634,2955.1466521277175,1012.4197182899567,1,148,4.168431018020138,6.123250663213416,143618.54059247824
2024-11-30,Los Angeles,Beverly Hills,Condo,1633994.2505663822,805.380068449337,9660.109392274706,1,135,3.3247789548581475,3.924723523395775,89223.29785138476
2024-12-13,New York,Manhattan,Townhouse,1664701.7427537295,1602.0326380449483,7615.195190608699,1,108,3.6983312423768924,9.322122302752064,106931.49959820732
2024-08-13,New York,Manhattan,Townhouse,993041.2845956687,1135.177403683819,3149.668502206416,1,30,3.2970077276657754,4.654100151392068,53476.19871990319
2024-02-20,Phoenix,Mesa,Apartment,622149.208370939,1219.6816520367943,3231.516766923238,1,124,3.474302734672555,7.71137116606825,174299.86080136005
2024-01-13,Phoenix,Mesa,Condo,631392.0727733626,1852.526665303626,2448.7682552784127,1,192,3.2845179210730415,8.832089779911861,246703.0363167378
2024-04-24,Houston,Downtown,Condo,553667.2475952811,2954.6191852385423,2214.4150440644007,0,89,4.972793947700582,7.643217498848607,117143.95500781726
2024-10-06,Chicago,River North,Condo,412056.58051001345,3028.3421347439776,1420.3476090695983,1,160,4.5186433328698365,2.9037948803897464,178994.165926405
2024-12-25,Chicago,Wicker Park,Condo,540551.6812915709,1824.14578897654,2645.045307416222,1,150,3.3986112995468014,7.676781960500951,104962.23281615984
2024-12-07,New York,Brooklyn,Condo,581718.1971677672,2157.3499863176276,1875.6489588781062,1,19,4.661163954985955,6.290349005290532,96837.24001440092
2024-11-18,Houston,Downtown,Apartment,548469.7686195687,2554.2585153592786,2537.903852386267,1,112,4.353582828639252,5.944084939252422,219330.4150870472
2024-04-09,Los Angeles,Hollywood,Condo,1060460.6474176752,919.1560715142343,5385.19674274458,1,102,4.1398532608119485,1.4337583245705567,160019.5172457453
2024-12-12,Houston,Downtown,Apartment,539404.839112663,1670.9829578227402,1733.4791524438851,1,182,4.179702401146174,3.755134900067204,219990.2922701525
2024-04-24,Chicago,Wicker Park,Apartment,459502.8930177174,3310.632428582814,1987.7086582089255,1,151,4.741394043700054,4.572896228205374,196416.31774243014
2024-09-27,Los Angeles,Beverly Hills,Townhouse,1226143.6601372762,2554.3428006847807,5975.03514348738,1,182,4.706232923846882,1.4506517569166049,84900.70058969286
2024-12-19,Houston,Downtown,Townhouse,287585.28743960906,3596.0561695719807,935.7237436358485,1,69,4.769674003214222,5.115161569927063,119685.76625196233
2024-07-04,Los Angeles,Santa Monica,Apartment,1002513.100373826,1273.8998555025014,4962.406468623209,1,188,4.256354902573199,4.995695725803424,237358.9308666887
2024-10-13,Chicago,River North,Apartment,762717.5762569708,2688.396916241063,3280.976120903673,1,86,4.979600298151905,2.758612416136275,204409.58949199648
2024-06-03,Houston,River Oaks,Apartment,365236.66767198686,3259.375682423057,1108.7608896421498,1,94,3.288769213012391,8.833334905721998,207251.01246989626
2024-11-20,Los Angeles,Hollywood,Single Family,1186803.745790485,1685.3313557181355,6361.5468397818795,1,106,4.714744139195791,5.897093511634683,187047.74105487368
2024-07-18,Los Angeles,Beverly Hills,Apartment,1459379.5582793439,2003.1919878307142,7949.1488316258765,1,67,3.189753730024219,5.518441515724575,125593.72700134241
2024-04-04,Houston,River Oaks,Townhouse,597136.5870161507,2767.56073875555,2436.1067077689063,0,41,3.5070242852027684,8.247149980258076,112100.23855830825
2024-08-01,Houston,The Heights,Townhouse,509181.700769846,2242.0302011195404,3022.55482089478,1,127,4.0865705145381215,3.992294114308301,244553.61181485798
2024-10-31,Phoenix,Scottsdale,Condo,350842.321852674,1280.4892550497384,1615.0482523002847,1,81,3.037615338762877,4.873788735012968,208918.26506868738
2024-02-16,Phoenix,Scottsdale,Condo,622625.4016193367,2152.3076507943474,3664.5906385877133,1,189,3.761700324489861,5.414756444210448,144708.08625859203
2024-07-11,Chicago,River North,Single Family,210234.13728224128,2015.8767860632674,691.3048013591584,1,25,4.218887368371465,8.843250763616659,100895.0001945456
2024-03-09,New York,Manhattan,Single Family,1518344.8232528667,1826.6776668380573,5879.738433422143,1,188,4.314733883323408,4.215120544858126,68662.07929276064
2024-10-24,New York,Manhattan,Condo,1691911.9097982382,2357.3274577563707,6639.933202732497,1,63,4.179416948683325,5.359676632915806,197065.75764068562
2024-06-21,New York,Brooklyn,Single Family,1203486.151042222,1758.8782087371108,5479.303142491096,1,18,3.066619938342889,7.3972417199386,139644.4830534543
2024-07-17,Chicago,River North,Townhouse,288448.75908947404,2553.139273781357,968.2146877095151,1,96,4.646497117225584,3.335681692020791,172348.9824041837
2024-08-05,New York,Queens,Apartment,549433.3769909439,1120.894311832964,2721.2016837702276,1,93,3.423862727304019,1.609963564490399,212903.3330150428
2024-11-29,Los Angeles,Santa Monica,Townhouse,1261626.5217004644,2688.964806277006,5232.513686211449,1,27,3.3132851006239274,4.663950707481162,108887.2726916166
2024-07-23,Phoenix,Tempe,Condo,449478.2918689284,3580.422891328623,1612.148390117834,1,35,4.196442738101906,3.3240286965376535,240924.21996727938
2024-12-16,Chicago,Lincoln Park,Single Family,232736.20277653672,2487.856900870031,1365.1801353199537,1,154,4.394528873074556,8.518798501628204,247005.0630087714
2024-11-30,Houston,The Heights,Condo,224391.53990887263,3091.741294534668,944.4699152094325,1,103,3.788615372395296,1.2657343528601945,219885.22457124095
2024-07-31,Los Angeles,Santa Monica,Townhouse,1447223.9402028252,3033.9234621978826,6325.602401139213,1,84,4.519048635231076,2.5448416879363243,234657.77699647873
2024-12-18,Chicago,Wicker Park,Condo,638595.8078805531,2969.9053322451086,2223.004210720696,1,166,3.7877792360630282,9.078159069281204,113831.7783119097
2024-01-13,Chicago,Lincoln Park,Condo,253876.85897422404,1396.4693304739005,1035.5774988548908,1,185,3.9612733080376077,6.977696023939842,149221.8990826452
2024-02-24,Los Angeles,Santa Monica,Condo,1637330.1369830174,1249.3850472690167,8620.550819339156,1,56,3.0482460334195673,7.335965212435077,195306.0604464673
2024-12-17,Los Angeles,Hollywood,Condo,1143474.6774875312,1136.7744396933654,4761.549954237855,1,109,3.6385227436351464,4.694532702913336,137874.61506179458
2024-08-12,Phoenix,Mesa,Condo,620539.2305305364,3211.2305176158343,3193.4608174939704,0,190,3.6289950957127606,2.2578388835612397,246760.43596684182
2024-05-27,Los Angeles,Santa Monica,Apartment,1803711.759695486,2122.0729808553842,6551.694493556184,1,62,4.330879682431688,9.621491358523725,179808.78594816805
2024-11-11,Houston,Downtown,Townhouse,378139.7591673864,2356.3508343181734,1217.6443255442962,1,87,4.902356009079789,5.798309830161404,205762.6320580522
2024-01-11,Los Angeles,Hollywood,Single Family,854188.1981565114,2624.304205808976,3148.2515408561294,1,196,4.018464264193738,8.132739720233856,146475.77979174838
2024-10-07,New York,Brooklyn,Townhouse,992502.0258271132,1922.5789452520019,4545.17558965353,1,129,4.412905277400776,4.3372391446788985,207231.71610768957
2024-02-01,Chicago,Wicker Park,Apartment,423671.2524501963,2678.626283635124,1827.0337880223813,1,177,3.5588582366488914,7.200253857261421,72288.71967032064
2024-01-22,Los Angeles,Santa Monica,Condo,1537134.8232706308,1308.466829567666,6332.495716698576,1,17,4.458776502435729,6.509855804949772,139592.38928897365
2024-02-10,New York,Queens,Townhouse,554070.0259288382,1019.6591742451378,2731.9944670101177,1,39,3.1183351146876523,2.864447493334293,206694.38615331778
2024-12-25,Houston,River Oaks,Single Family,554743.8026796372,2478.9180296511445,2526.621063693939,1,196,3.872753069365439,9.066147250262356,235845.23074906573
2024-04-12,Phoenix,Mesa,Single Family,429027.8316622448,1303.7567597321327,1702.848183641393,1,62,3.6618720249407963,2.833847538256668,67892.0149103562
2024-04-15,New York,Manhattan,Apartment,1021939.4674270436,1994.545764983176,4761.219015311639,1,52,4.507617395795217,7.523513297573825,240734.39317052386
2024-10-27,New York,Manhattan,Condo,1150546.3344482935,2780.328377744862,6643.974946462141,1,189,4.578430762805408,2.3467491402140586,70532.0986000439
2024-11-10,Phoenix,Mesa,Condo,783215.1856070884,2121.886254762407,4437.6908518114815,1,76,3.6723665240998935,6.936304412966072,158474.52692029008
2024-12-17,Phoenix,Tempe,Apartment,696305.5618330875,2485.278218348987,2403.9873787856964,0,82,3.2775390804531086,3.5713387005392287,225349.77768941116
2024-10-29,Chicago,Wicker Park,Single Family,582182.7743237511,1682.6698360217022,3404.676906918717,1,67,4.993629064173821,3.687181508650239,188774.96885512298
2024-11-04,New York,Queens,Single Family,737072.0310065636,1366.5552238027408,2918.766920773248,1,97,4.9800065311526645,8.272826812195474,220363.9249648611
2024-01-18,Los Angeles,Beverly Hills,Condo,1295892.218072317,1687.7639977417778,6479.233595649621,1,34,4.732544568175469,6.5131652261121165,132237.92862632166
2024-11-19,Chicago,Wicker Park,Townhouse,195273.73463202443,2442.6129980441638,864.0589408494036,1,92,3.1237733002908765,6.253360014181827,123083.42986992764
2024-05-23,Phoenix,Tempe,Condo,788705.4800119954,3832.4280302022507,3583.1599559137167,0,142,3.4589626563222104,1.395084914772914,243350.15995312895
2024-12-26,Houston,The Heights,Townhouse,700875.0709112991,1522.503221049265,3915.1298770718736,1,182,4.2651072324642145,2.4497181128549337,122085.94159380205
2024-11-17,Los Angeles,Beverly Hills,Townhouse,1716509.8194040728,3012.4660561787755,8907.938373259001,1,164,4.994171345275356,4.130114553125846,230080.32824811427
2024-09-13,New York,Manhattan,Single Family,1535598.323499074,2337.934910128001,7692.184502460469,0,136,3.74157912627155,5.199996475702169,205979.74659116135
2024-12-02,New York,Queens,Apartment,471815.8212348201,894.5514089880959,2467.2309441126226,1,69,3.1018398671010035,6.4634271264866765,181645.40956259784
